City,Nom,Adresse,Contact,phone,WhatsApp,phone2,Email,Coordinates,Lundi,,Mardi,,Mercredi,,Jeudi,,Vendredi ,,Samedi,,Dimanche,
Agadir,Western Currency Exchange,"CC79+P6F, Rue des Souks, Agadir 80000",,,,05 28 21 04 44,,"30.4143014,-9.5825846,158",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,Fermé,
Agadir,Skambio plage,,,06 61 39 04 45,06 61 39 04 45,05 28 84 67 33,,"30.407888,-9.597881,634",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,Fermé,
Agadir,Skambio bd 20 août,"N 1C complexe igoudar, Boulevard du 20 Aout, Agadir 80000",,06 61 39 04 45,06 61 39 04 45,,,"30.411036,-9.596848,634",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,
Agadir,Change err,"56 Av. Président Kennedy, Agadir 80000",,,,05 28 82 84 52,,"30.4227331,-9.5947126,86",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30–13:15,14:15-22:00,09:30-22:00,,09:30-22:00,
Agadir,Clichy change,"N° 8 Av des FAR El menzah, Agadir 80030",,,,05 28 82 87 57,,"30.4287651,-9.5912204,158",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,Fermé,
Agadir,Yes change talborjt,"N°43 immeuble D1, Ave du Prince Moulay Abdallah, Agadir 80000",,06 62 24 32 68,06 62 24 32 68,05 28 82 52 12,,"30.4210801,-9.5973938,3a",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,09:00-21:00,,09:00-21:00,
Agadir,Yes change Oumlil,"N 16, Immeuble Oumlil, Av. Hassan II, Agadir 80000",,06 62 24 32 68,06 62 24 32 68,05 28 82 52 12,,"30.4183373,-9.5970927,40",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,09:00-21:00,,09:00-21:00,
Agadir,Bureau de change Ô12,"12 immeuble sud bahia, Av. Hassan II, Agadir 80000",,,,05 28 82 82 15,,"30.4228086,-9.6029191,79",09:00-20:30,,09:00-20:30,,09:00-20:30,,09:00-20:30,,09:00-20:30,,09:00-20:30,,09:00-20:30,
Agadir,Ind change,"CC4G+V36, Agadir 80000",,07 60 30 26 70,07 60 30 26 70,05 28 21 20 12,,"30.4071926,-9.5753318,158",09:00–13:00,15:00-20:00,09:00–13:00,15:00-20:00,09:00–13:00,15:00-20:00,09:00–13:00,15:00-20:00,09:00–13:00,15:00-20:00,09:00–13:00,15:00-20:00,,
Agadir,Change hay Essalam,"N 116, Imm 17 résidence Al Amal 2 Hay, Agadir 80000",,06 62 29 57 00,06 62 29 57 00,05 28 82 18 25,,"30.3983154,-9.5519601,79",09:25-20:50,,09:25-20:50,,09:25-20:50,,09:25-20:50,,09:25-20:50,,09:25-20:50,,Fermé,
Agadir,Ataouhid change,"N 19، AV TIMITAR MAGASIN, Agadir 80000",,06 65 68 16 60,06 65 68 16 60,05 28 28 83 77,,"30.380975,-9.5043985,40",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,Fermé,
Agadir,Al haouz Change,"X5MC+3WV، Magasin 2 , Immeuble ALYA, Avenue El Haouz، CITÉ ADMINISTRATIVE, Ave Al Haouz, Rabat 10000",,06 73 74 93 39,06 73 74 93 39,,,"33.983687,-6.8288323,17",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,Fermé,
Tanger,Exchange OAF,"N° 05, MAGAZIN, 45 RESIDANCE OPRAH, Rue Lafayette, Tanger 90000",,06 18 87 84 07,06 18 87 84 07,05 39 33 15 77,,"35.7766961,-5.8121856,17",10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00–13:00,14:15-22:00,10:00-22:00,,Fermé,
Tanger,Ahlan Change,"P5W6+HVF, Rue Somalie, Tanger 90060",,07 04 62 85 58,06 04 98 23 77,,,"35.7464225,-5.8404354,17",09:30-22:00,,09:30-22:00,,09:30-22:00,,09:30-22:00,,09:30-22:00,,09:30-22:00,,11:00-18:00,
Tanger,Marina Playa,"Q5MR+CHG, 52 Blvd. Mohamed VI, Tanger",,,,,,"35.7833611,-5.8084167,17",09:00-21:30,,09:00-21:30,,09:00-21:30,,09:00-21:30,,09:00-21:30,,09:00-21:30,,10:30-15:30,15:00-21:00
Tanger,Place 9 Avril Change,"N° 56 Pl. du 9 Avril 1947, Tanger 90000",,,,05 39 33 33 59,,"35.7847633,-5.8130782,17",09:30-21:00,,09:30-21:00,,09:30-21:00,,09:30-21:00,,09:30–12:30,15:00-21:00,09:30-21:00,,10:00-21:00,
Tanger,Nil Change,"Av Belgique, Residence NIL Mag, n8, Tanger 90000",,06 10 36 75 42,06 10 36 75 42,05 39 33 21 70,,"35.7809753,-5.8185169,17",09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,10:30-23:00,,10:30-23:00,
Tanger,AL Izdihar Change,Avenue de la Liberté N°105B - Tanger,,,,05 39 93 23 78,alizdiharchange@gmail.com,"35.781267,-5.812599,17",10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00–13:00,16:00-22:00,10:00–13:00,15:00-22:00,10:00–13:00,15:00-22:00
Tanger,⁠Widians Change,,,06 22 70 63 20,06 26 08 73 40,05 39 31 08 55,,"5.7592041,-5.8213695,20",09:00–14:00,16:00-20:00,09:00–14:00,16:00-20:00,09:00–14:00,16:00-20:00,09:00–14:00,16:00-20:00,09:00–14:00,16:00-20:00,Fermé,,09:00–14:00,16:00-20:00
Tanger,Branes Change,"Quartier Branes, Boulevard Ibn Abi Zarae N° 40, Tanger 90000",,06 56 70 27 47,06 56 70 27 47,05 39 31 37 57,,"35.7601168,-5.8315879,17",09:00-22:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,
Tanger,Tangeroise de Change,"11 Rue Al Kindy, Tanger 90000",,,,,,"35.7742895,-5.8117948,20",10:30-15:30,15:00-21:00,10:30-15:30,15:00-21:00,10:30-15:30,15:00-21:00,10:30-15:30,15:00-21:00,10:30-15:30,15:00-21:00,10:30-15:30,15:00-21:00,Fermé,
Tanger,Delta change," 65, Rue de Fès, Tanger",,06 30 42 56 18,06 30 42 56 18,,,"35.776197,-5.814103,17",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,10:30-15:30,15:00-21:00,09:00-19:00,,Fermé,
Tanger,Change Max,"20 Rue de Fès, Tanger",,06 75 79 59 35,06 75 79 59 35,,,"35.7794047,-5.8139536,19",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,10:30-15:30,15:00-21:00,09:00-19:00,,Fermé,
Tanger,Euro Amana,"42 Ave Mohammed V, Tangier",,,,,,"35.7776075,-5.806605",09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-12:00,13:30-21:30,09:30-21:30,,11:30-21:30,
Tanger,Beethoven Change," AV louis van beethoven les 4 temps, Tanger 90000",,06 62 79 14 07,07 05 42 04 69,06 66 66 35 92,,"35.7736411,-5.8012046",09:00-22:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,
Tanger,⁠El Yassini Exchange,"local N2, imm .N53, Ave Mohammed V, Tanger 90000",,06 61 34 06 80,06 61 34 06 80,05 39 94 10 51,,"35.7770099,-5.80702",08:30-21:30,,08:30-21:30,,08:30-21:30,,08:30-21:30,,08:30-12:00,15:30-21:30,09:00-21:30,,12:00-21:30,
Tanger,Med Change,"Q5HR+RFG, V, Ave Mohammed VI, Tanger",,06 61 24 72 74,06 61 24 72 74,05 39 94 85 26,,"35.7793007,-5.8105871",09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-21:30,,10:30-21:30,,Fermé,
Tanger,Multi change,"44 Bd Pasteur, Tanger",,06 75 19 24 27,06 75 19 24 27,05 39 93 60 78,,"35.7800696,-5.8105232",09:15-21:15,,09:15-21:15,,09:15-21:15,,09:15-21:15,,09:15-21:15,,10:15-21:15,,10:15-21:15,
Tanger,Kiki Change,"Rue Antaki, Tanger 90000",,06 61 68 09 88,06 61 68 09 88,05 39 94 10 30,,"35.7804674,-5.8059685",10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,Fermé,
Tanger,Place Medina Change,"N°4, imm nahda, Pl. Al Madina, Tanger 90000",,06 61 19 82 80,07 81 67 83 74,05 39 94 40 69,,"35.7755718,-5.8107861",09:30-22:00,,09:30-22:00,,09:30-22:00,,09:30-22:00,,09:30-22:00,,10:30-22:00,,Fermé,
Tanger,Krona Change,"n°3, Rue Allal Ben Abdellah, Tangier 90000",,,,05 39 34 38 39,,"35.7783966,-5.8105122",09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-21:30,,09:30-21:30,,12:30-21:30,
Tanger,Bureau de Change Marhaba,"6 rue de fès, N°12, Tanger",,06 66 22 64 88,06 66 22 64 88,05 39 33 49 48,,"5.7795936,-5.8141177,18.84",10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:30,,16:00-22:00,
Marrakech ,Islane Exchange,"279 Av. Mohammed V, Marrakech 40000",,,,05 24 40 00 81,,"31.6253988,-7.993709",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-12:00,15:30-19:00,09:00-19:00,,09:00-19:00,
Marrakech ,Groupe Exchange,"25 Rue Fatima Zahra, Marrakech 40000",,06 32 39 67 28,06 32 39 67 28,,,"31.629517,-7.99408,17",08:30-19:30,,08:30-19:30,,08:30-19:30,,08:30-19:30,,08:30-19:30,,08:30-19:30,,08:30-19:30,
Marrakech ,Cash Plus,"RDC Magazin N 3/249 AVENUE MOHAMED V ET RUE IMAME ALI GUELIZ DIVISEE, Bd Prince Moulay Abdellah, Marrakech",,,,,,"31.6308462,-8.0055476",08:30-20:00,,08:30-20:00,,08:30-20:00,,08:30-20:00,,08:30-20:00,,08:30-20:00,,Fermé,
Marrakech ,Finaction ,"Rue Assaqia Al Hamra, Marrakech 40000",,,,,,"31.6449,-8.0193403",08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,08:30-22:00,,09:00-19:00,,09:00-19:00,
Marrakech ,Global Cash,"13 Rue de la Liberté, Marrakech 40000",,,,05 24 45 81 41,,"31.6344458,-8.0155846",09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,10:00-18:00,
Marrakech ,Xchange EL Kahlaoui,"Magasin 2, Route de Casablanca, Bd Abdelkrim El Khatabi,52,Alice, Marrakech 40000",,06 68 51 99 48,06 68 51 99 48,05 24 44 87 15,,"31.6414962,-8.0185246",24/24,,24/24,,24/24,,24/24,,24/24,,24/24,,24/24,
Marrakech ,El ansari Exchange,"Imm 183, bureau N1, Kissariat El Guendafi, Av. Mohammed V, Marrakech 40000",,06 61 45 02 14,06 61 45 02 14,,,"31.6343108,-8.0142102",09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,
Marrakech ,Mont Gyueliz,"14 bis Av. Mohammed V, Marrakech 40000",,,,,,"31.6376499,-8.0164554",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,
Marrakech ,Exchange Maryam,"Centre d'affaires Maryam, N 61 Bd Abdelkrim Al Khattabi, Marrakech 40000",,06 73 72 45 29,06 73 72 45 29,05 24 20 73 03,,"31.6333911,-8.0171151",08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,
Marrakech ,El Bacha Change," Rue el Gza, Marrakesh 40000",,06 87 15 86 22,06 87 15 86 22,05 24 37 80 83,,"31.6360317,-7.9967283",08:30-21:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,
Marrakech ,Benzaitar Cash,"n, 7 Rue de La Kasbah, Marrakesh 40000",,06 61 19 32 02,06 61 19 32 02,,,"31.6161278,-7.9891994",09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,
Marrakech ,Al Khair change,"N°81 Bd Moulay Rachid, Marrakech 40000",,06 68 51 99 48,06 68 51 99 48,07 71 04 16 65,,"31.6324646,-8.0119084",09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,
Marrakech ,La Place Change,"café Argana, souk Jdid N 14 près du, Marrakech 40030",,06 70 40 45 45,06 61 85 31 00,06 61 85 31 00,,"31.6264517,-7.9886053",09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,
Marrakech ,Bab Agnaou Change,"Magasin N°3 Derb El Hammam, Lamchaour, Kasba, Marrakech 40000",,06 77 60 23 63,06 66 25 72 73,06 66 25 72 73,babagnaouchange@gmail.com,"31.6186595,-7.9893682",09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,
Marrakech ,MachAllah Change,"J2J6+H56، Route Sidi Abdelaziz, Marrakesh 40000",,06 87 15 86 20,06 87 15 86 20,06 87 15 86 20,,"31.6314345,-7.9898331",09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,
Marrakech ,Sud Exchange,"N°111 BD Houmman el fatouaki, Marrakech 40040",,,,05 24 38 50 39,,"31.619793,-7.9869911",09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,
Marrakech ,Mad Exchange,"n 2, imm dani rdc, angle bd liberte et rue tarik ibnou zyad n 36, Marrakech 40000",,,,08 08 54 44 89,,"31.63588,-8.0111478",09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,
Marrakech ,Exchange Zerktouni,"22 Bd Mohamed Zerktouni, Marrakech 40000",,,,05 24 42 16 17,,"31.6357217,-8.0150088",09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-18:30,,09:00-18:30,
Marrakech ,Elyacout Change,"résidence la kasbah de Marrakech, Rue du Capitaine Arrigui, Marrakesh 40000",,06 63 75 19 82,06 68 53 09 82,05 24 20 79 50,,"31.6372399,-8.0216405",09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,,09:00-00:00,
Marrakech ,Tassaout Change ,"N° 16, IMMEUBLE ELITE 212, AVENUE MOHAMED V ET ANGLE RUE TARIK IBNOU ZYAD, 40000",,06 68 51 99 48,06 99 88 44 68,05 24 43 81 50,,"31.6336229,-8.012089",09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,,09:00-23:00,
Marrakech ,Hotal Farouk / hinda,"JXJQ+J89, Av. Hassan II, Marrakech 40000",,,,05 24 44 87 96,,"31.6245952,-7.9924904",24/24,,24/24,,24/24,,24/24,,24/24,,24/24,,24/24,
Marrakech ,Hôtel Ali Change,"Rue Moulay Ismail, Marrakech 40000",,,,05 24 48 03 04,,"31.6245884,-7.9899843",24/24,,24/24,,24/24,,24/24,,24/24,,24/24,,24/24,
Marrakech ,Naciri Exchange,"125 Znikat Rahba, Marrakesh 40000",,06 62 29 93 53,06 62 29 93 53,05 24 38 65 73,,"31.6293296,-7.9894033",09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,,09:30-20:00,
Marrakech ,Taha Change,"Résidence Salma, Rue Ouadi Naffis, Marrakech 40000",,,,05 24 44 87 96,,"31.6315377,-8.0072611",09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,09:30-19:30,,Fermé,
Marrakech ,NET CHANGE,"133, Palmier 7 Angle Av. Mohamed VI, et Abdelkrim El Khattabi, Marrakech 40000",,06 67 23 24 67,06 62 48 49 69,06 62 48 49 69,,"31.6316191,-8.0191937",08:00-00:00,,08:00-00:00,,08:00-00:00,,08:00-00:00,,08:00-00:00,,08:00-00:00,,08:00-00:00,
Marrakech ,⁠REGIONALE DE CHANGE,"N 6, Bd Mohamed VI, Marrakech 40000",,06 18 97 73 79,06 59 17 51 68,06 59 17 51 68,,"31.6202433,-8.0127563",08:00-23:00,,08:00-23:00,,08:00-23:00,,08:00-23:00,,08:00-23:00,,09:00-20:00,,09:00-20:00,
Casablanca,Mribeh Change,"N°37 Bd Dakhla Jamila 3 CD, Casablanca",,,,05 22 38 21 10,mribehchange@gmail.com,"33.5424948,-7.5794243",09:00–13:00,15:00-19:00,09:00–13:00,15:00-19:00,09:00–13:00,15:00-19:00,09:00–13:00,15:00-19:00,15:30-19:00,,Fermé,,Fermé,
Casablanca,Sbata Change,"NR 96 Boulevard Dakhla CD JAMILA5, Casablanca",,06 61 48 37 96,06 61 48 37 96,05 22 59 76 78,changesbata2096@gmail.com,"33.5436396,-7.5785446",08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,,08:30-19:00,,09:00-17:00,
Casablanca,Laazib Cash,"N 1477, Bd Mohammed VI, Casablanca 25000",,06 78 09 95 06,06 78 09 95 06,05 22 56 66 88,laazibcash12@gmail.com,"33.545986,-7.583403",09:00-18:30,,09:00-18:30,,09:00-18:30,,09:00-18:30,,09:00-18:30,,09:00-18:30,,Fermé,
Casablanca,Mega Change,"25 bd Al Qods , Casablanca",,,,05 22 21 14 23,,"33.5440418,-7.5860829",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,Fermé,
Casablanca,Saraf Al inara,"6 bd Al Qods , Casablanca",,07 66 11 35 45,07 66 11 35 45,05 22 21 93 18,alinarachange@gmail.com,"33.5413798,-7.595552",09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,10:00-19:00,
Casablanca,Change boulevard Al Qods,582 Boulevard Al Qods,,06 22 63 43 35,06 22 63 43 35,05 22 21 10 34,change.boulevardalqods582@gmail.com,"33.5383602,-7.6015536",09:30–14:00,15:00-20:30,09:30–14:00,15:00-20:30,09:30–14:00,15:00-20:30,09:30–14:00,15:00-20:30,09:30–14:00,15:00-20:30,09:30–14:00,15:00-20:30,Fermé,
Casablanca,AF Exchange,"Residence Tasmine Californie 2, Batiment P, Rue Hachmi Al Filali Ain Chok,Ccasablanca",,06 61 65 22 86,06 61 65 22 86,05 22 52 09 31,,"33.5274362,-7.6180663",09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,09:00-22:00,,10:00-16:00,
Casablanca,Patio Change,"102 Boulevard Haifa, Casablanca",,07 70 99 19 08,06 61 58 38 50,05 22 25 72 42,chngepatio@gmail.com,"33.5282156,-7.6085027",08:30-22:30,,08:30-22:30,,08:30-22:30,,08:30-22:30,,08:30-22:30,,08:30-23:00,,10:00-23:00,
Casablanca,Hay Chrifa Change,"Magasin n°22 Imm 403 Assakan Anik, Rue Qods, Casablanca",,06 00 49 99 45,06 90 13 01 41,06 90 13 01 41,changechrifa@gmail.com,"33.5339447,-7.6117594",09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,Fermé,
Casablanca,W€ echange ,Moroco Mall rdv juste à côté du magasin Parfois,,06 80 34 11 26,06 80 34 11 26,06 80 34 11 26,,"33.5764312,-7.7066068",10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,10:00-22:00,,Fermé,
Casablanca,Western Change,Marina Mal au RDC en face de Marjane.,,,,05 28 21 04 44,western.change.agadir@gmail.com,"33.6070662,-7.6216537",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,Fermé,
Casablanca,Change Goulmima,"550 Rue de Goulmima, Casablanca 20040",,06 89 87 23 65,06 78 15 50 60,05 22 22 83 66,sarafgoulmima@gmail.com,"33.6004365,-7.6376372",08:30-21:00,,08:30-21:00,,08:30-21:00,,08:30-21:00,,08:30-21:00,,08:30-21:00,,08:30-21:00,
Casablanca,Aya Change,"410 Bd Mohamed Zerktouni, Casablanca 20040",,06 60 69 40 65,06 60 69 40 65,06 91 56 09 03,,"33.6008156,-7.6387499",10:00-22:30,,10:00-22:30,,10:00-22:30,,10:00-22:30,,10:00–13:30,15:00-22:30,10:00-23:00,,12:00-22:30,
Casablanca,Marina Change,"492 Bd Mohamed Zerktouni, Casablanca 20250",,06 23 11 47 42,06 23 11 47 42,05 22 22 03 40,info@marinachange.info,"33.6027644,-7.6393995",09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,09:00-21:00,,Fermé,
Casablanca, Azha Change ,22 Rue Mohamed Kamal,,06 45 44 43 43,06 45 44 43 43,0522 26 10 60,,"33.596359,-7.6141535",09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,09:00-19:00,,Fermé,
Casablanca,Al Baraka X Change ,"Bd Moulay Idriss I, Casablanca 20250",,,,05 22 85 56 61,,"33.5731911,-7.6121022",08:30-18:00,,08:30-18:00,,08:30-18:00,,08:30-18:00,,09:30–13:00,15:00-20:30,09:00-14:00,,Fermé,
Casablanca,Al Baraka X Change - Belvèdére,"Rue Mohamed El Radi Slaoui, Casablanca 20250",,,,05 22 24 37 18 ,,"33.5923619,-7.59419",08:30-18:00,,08:30-18:00,,08:30-18:00,,08:30-18:00,,09:30–13:00,15:00-20:30,09:00-14:00,,Fermé,
Casablanca,Abou Yassir Change,"A COTE DE LA MOSQUEE, Boulevard Mohamed V, Casablanca 20250",,06 42 47 47 38,06 42 47 47 38,06 42 47 47 38,,"33.5927821,-7.597912",09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-20:00,,09:00-18:00,,Fermé,
Casablanca,Comptoir du cash - Ghandi,"108 Bd Ghandi, Casablanca",,06 59 37 85 16,06 59 37 85 16,05 22 36 05 74,,"33.5745259,-7.6510176",09:00-19:30,,09:00-19:30,,09:00-19:30,,09:00-19:30,,09:00-19:30,,09:00-13:00,,Fermé,
Casablanca,Comptoir du cash,"80 Bd Sidi Abderrahmane, Casablanca 20250",,06 51 85 19 26,06 51 85 19 26,05 22 36 71 20,,"33.5661905,-7.6725206",09:00-19:30,,09:00-19:30,,09:00-19:30,,09:00-19:30,,09:00-19:30,,09:00-13:00,,Fermé,
Rabat,KLA Change,"Avenue ANNAKHIL Imm. ASAYEGHE Mag II, Hay Riad - Rabat",,06 14 94 46 55,06 14 94 46 55,05 37 57 10 12,klachange2@gmail.com,"33.9554327,-6.8664116",09:00-18:30 ,,09:00-18:30 ,,09:00-18:30 ,,09:00-18:30 ,,09:00-13:00,15:00-18:30,10:00-15:30,,Fermé,
Rabat,Oussama Change SARL,"N6, Rez-de-chaussée Résidence Camilia M8, Hay Riad - Rabat",,06 56 36 09 06,07 15 53 41 68,05 37 77 70 17,oussamachangesarl@gmail.com,"33.9620296,-6.8645614",09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-19:00 ,,09:00-17:00,,Fermé,
Rabat,Poli Change,"15, avenue Al Abtal - Rabat",,06 13 01 28 32,06 13 01 28 32,05 37 68 10 18,,"34.0013586,-6.8482363",09:00-18:00 ,,09:00-18:00 ,,09:00-18:00 ,,09:00-18:00 ,,09:00-18:00 ,,09:00-13:00,,Fermé,
